Sales,Quantity,Discount,Shipping Duration,Profit Margin,Sales per Quantity,Order Year,Order Month,Order Quarter,Order Day of Week,Ship Mode_Encoded,Segment_Encoded,Region_Encoded,Category_Encoded,Sub-Category_Encoded,Profit
61.776,13,0.2,1,0.33749999999999997,4.752000000000001,2017,10,4,6,0,0,3,1,3,20.8494
241.96,2,0.0,1,0.25,120.98,2017,10,4,6,0,0,3,1,1,60.49
108.608,4,0.2,1,0.0875,27.152,2017,10,4,6,0,0,3,0,5,9.5032
2.816,2,0.2,5,0.35000000000000003,1.408,2014,9,3,5,3,1,2,1,2,0.9856
9.984,4,0.2,4,0.36250000000000004,2.496,2017,7,3,4,3,1,3,1,3,3.6192
14.98,1,0.0,4,0.27999999999999997,14.98,2017,7,3,4,3,1,3,1,14,4.1944
1145.6,4,0.2,4,0.08750000000000001,286.4,2017,7,3,4,3,1,3,2,13,100.24
485.94,2,0.4,0,-0.18333333333333332,242.97,2015,12,4,6,1,0,1,2,13,-89.089
37.376,8,0.2,0,0.125,4.672,2015,12,4,6,1,0,1,1,2,4.672
70.686,1,0.3,0,-0.3428571428571428,70.686,2015,12,4,6,1,0,1,0,5,-24.2352
54.816,3,0.2,5,0.325,18.272000000000002,2017,7,3,0,3,1,1,1,12,17.8152
72.294,1,0.7,2,-1.3666666666666667,72.294,2016,3,1,5,2,0,3,0,4,-98.8018
2.896,2,0.2,5,0.1625,1.448,2017,7,3,5,3,1,0,1,8,0.4706
124.792,1,0.2,5,0.125,124.792,2017,7,3,5,3,1,0,2,13,15.599
330.588,1,0.4,4,-0.35,330.588,2016,10,4,5,3,0,1,0,16,-115.7058
673.568,2,0.2,5,0.375,336.784,2014,3,1,0,3,0,3,1,3,252.588
52.98,2,0.0,5,0.28,26.49,2014,3,1,0,3,0,3,1,1,14.8344
526.45,5,0.0,5,0.06,105.29,2017,6,2,0,3,0,0,0,9,31.587
228.92,5,0.2,5,0.0625,45.784,2017,7,3,6,3,0,0,1,14,14.3075
319.968,4,0.2,2,0.1125,79.992,2015,12,4,0,2,0,3,2,13,35.9964
205.03,7,0.0,5,0.32999999999999996,29.29,2017,12,4,1,3,1,1,2,0,67.6599
190.86,2,0.0,2,0.05999999999999999,95.43,2015,9,3,1,2,0,0,1,14,11.4516
24.32,8,0.0,2,0.34,3.04,2015,9,3,1,2,0,0,1,2,8.2688
44.4,5,0.0,6,0.28,8.879999999999999,2016,7,3,4,3,2,3,1,15,12.432
44.4,2,0.6,6,-1.175,22.2,2017,4,2,3,3,2,0,0,9,-52.17
1016.792,1,0.2,2,0.375,1016.792,2016,11,4,1,2,0,3,1,3,381.297
38.136,7,0.2,2,0.35,5.448,2016,11,4,1,2,0,3,1,3,13.3476
494.982,3,0.4,5,-0.23333333333333334,164.994,2016,11,4,5,3,0,1,2,13,-115.4958
56.56,2,0.0,4,0.27,28.28,2017,11,4,1,3,2,3,1,14,15.2712
5.56,2,0.0,4,0.26,2.78,2017,11,4,1,3,2,3,1,2,1.4456
9.02,2,0.0,4,0.39,4.51,2017,11,4,1,3,2,3,1,8,3.5178
8.62,1,0.0,4,0.26,8.62,2017,11,4,1,3,2,3,1,1,2.2412
659.976,3,0.2,4,0.075,219.992,2017,11,4,1,3,2,3,2,13,49.4982
13.36,2,0.0,3,0.48,6.68,2015,2,1,6,2,0,3,1,12,6.4128
41.72,5,0.2,3,0.3125,8.344,2015,2,1,6,2,0,3,1,3,13.0375
11.52,5,0.2,3,0.36250000000000004,2.304,2015,2,1,6,2,0,3,1,3,4.176
541.44,6,0.0,3,0.2899999999999999,90.24000000000001,2015,2,1,6,2,0,3,1,1,157.0176
19.44,3,0.0,3,0.48000000000000004,6.48,2015,2,1,6,2,0,3,1,12,9.3312
143.7,3,0.0,2,0.48000000000000004,47.9,2016,4,2,4,2,2,3,1,12,68.976
43.26,3,0.0,3,0.33,14.42,2015,9,3,0,0,1,3,1,1,14.2758
43.56,2,0.0,3,0.35,21.78,2015,9,3,0,0,1,3,1,1,15.246
437.85,3,0.0,5,0.29999999999999993,145.95000000000002,2016,9,3,5,3,1,1,2,13,131.355
109.48,2,0.0,5,0.31,54.74,2016,9,3,5,3,1,1,0,9,33.9388
1212.96,7,0.2,3,0.075,173.28,2017,6,2,4,0,0,3,0,5,90.972
18.54,2,0.0,3,0.4700000000000001,9.27,2017,6,2,4,0,0,3,1,12,8.7138
5.0,1,0.0,2,0.48,5.0,2015,11,4,6,2,2,3,1,8,2.4
371.97,3,0.0,2,0.18,123.99000000000001,2015,11,4,6,2,2,3,2,0,66.9546
166.24,1,0.0,0,0.15,166.24,2015,12,4,4,1,0,1,2,0,24.936
359.97,3,0.0,3,0.21999999999999997,119.99000000000001,2017,2,1,0,0,0,2,0,4,79.1934
499.98,2,0.0,2,0.23,249.99,2016,11,4,0,2,0,2,2,0,114.9954
5.28,1,0.0,2,0.44999999999999996,5.28,2016,11,4,0,2,0,2,1,12,2.376
8.26,2,0.0,2,0.47000000000000003,4.13,2016,11,4,0,2,0,2,1,3,3.8822
7.968,2,0.2,0,0.3375,3.984,2017,10,4,3,1,2,2,1,12,2.6892
12.96,2,0.0,0,0.48999999999999994,6.48,2017,9,3,6,1,0,3,1,12,6.3504
6.48,1,0.0,6,0.4799999999999999,6.48,2017,12,4,2,3,1,1,1,12,3.1104
6.984,1,0.2,6,0.3375,6.984,2017,12,4,2,3,1,1,1,3,2.3571
47.96,5,0.2,5,0.08750000000000001,9.592,2017,12,4,5,3,1,2,1,2,4.1965
199.74,6,0.0,6,0.24000000000000002,33.29,2015,9,3,0,3,0,3,1,14,47.9376
435.26,7,0.0,5,0.22,62.18,2015,3,1,4,3,0,3,0,9,95.7572
1119.984,2,0.2,5,0.3375,559.992,2015,3,1,4,3,0,3,2,6,377.9946
143.432,1,0.2,5,0.025,143.432,2014,10,4,4,2,1,3,0,16,3.5858
122.352,3,0.2,5,0.11249999999999999,40.784,2014,10,4,4,2,1,3,0,5,13.7646
306.2,5,0.0,4,0.0,61.239999999999995,2014,6,2,4,3,0,2,1,14,0.0
85.98,1,0.0,4,0.26,85.98,2014,6,2,4,3,0,2,0,16,22.3548
223.96,4,0.0,4,0.24,55.99,2014,6,2,4,3,0,2,2,0,53.7504
97.568,2,0.2,3,-0.0625,48.784,2017,10,4,0,0,0,3,0,5,-6.098
614.272,8,0.2,3,-0.0375,76.784,2017,10,4,0,0,0,3,0,5,-23.0352
199.98,2,0.0,3,0.19000000000000003,99.99,2017,10,4,0,0,0,3,0,4,37.9962
48.16,7,0.0,2,0.4600000000000001,6.88,2016,9,3,5,0,1,1,1,12,22.1536
23.92,2,0.0,4,0.27999999999999997,11.96,2015,3,1,3,3,0,0,2,13,6.6976
60.69,7,0.0,4,0.26999999999999996,8.67,2015,3,1,3,3,0,0,1,1,16.3863
14.352,3,0.2,3,0.3625,4.784,2016,5,2,3,0,1,2,1,12,5.2026
35.04,2,0.0,6,0.35,17.52,2017,11,4,4,3,0,2,1,1,12.264
17.48,5,0.2,4,0.075,3.496,2017,6,2,3,2,1,1,1,1,1.311
16.4,5,0.0,3,0.29000000000000004,3.28,2017,6,2,5,0,0,3,1,2,4.756
892.98,2,0.0,3,0.09,446.49,2017,1,1,6,0,1,3,0,16,80.3682
287.97,3,0.0,5,0.27,95.99000000000001,2015,4,2,0,3,1,2,2,13,77.7519
595.38,6,0.0,5,0.5,99.23,2015,4,2,0,3,1,2,0,9,297.69
12.96,2,0.0,5,0.4799999999999999,6.48,2015,4,2,0,3,1,2,1,12,6.2208
4.95,1,0.0,5,0.27,4.95,2015,11,4,6,3,1,1,2,13,1.3365
181.95,3,0.0,4,0.21,60.65,2017,12,4,5,3,1,1,0,9,38.2095
13.52,4,0.0,4,0.46,3.38,2015,11,4,6,3,0,1,1,12,6.2192
259.7,5,0.0,4,0.41000000000000003,51.94,2015,11,4,6,3,0,1,0,9,106.477
42.95,1,0.0,4,0.03,42.95,2015,11,4,6,3,0,1,2,13,1.2885
1399.93,7,0.0,4,0.43,199.99,2015,11,4,6,3,0,1,2,0,601.9699
503.96,4,0.0,4,0.25,125.99,2015,11,4,6,3,0,1,2,13,125.99
12.72,3,0.0,4,0.5,4.24,2014,11,4,4,3,0,0,1,3,6.36
11.52,4,0.0,4,0.49000000000000005,2.88,2014,11,4,4,3,0,0,1,3,5.6448
316.0,4,0.0,4,0.1,79.0,2016,1,1,6,3,1,2,2,0,31.6
723.92,4,0.0,5,0.26,180.98,2017,9,3,6,2,2,2,0,5,188.2192
106.32,3,0.0,5,0.47000000000000003,35.44,2017,9,3,6,2,2,2,1,12,49.9704
141.372,2,0.3,1,-0.09999999999999999,70.686,2016,12,4,4,0,1,0,0,4,-14.1372
27.216,3,0.2,2,0.3625,9.072000000000001,2015,8,3,3,0,1,0,1,12,9.8658
390.75,5,0.0,4,0.44,78.15,2017,11,4,6,3,0,1,2,0,171.93
280.792,1,0.2,1,0.125,280.792,2017,6,2,6,0,2,3,0,5,35.099
68.448,4,0.2,1,0.11250000000000002,17.112,2017,6,2,6,0,2,3,1,14,7.7004
88.04,5,0.2,1,0.075,17.608,2017,6,2,6,0,2,3,1,2,6.603
15.872,1,0.2,1,0.125,15.872,2017,6,2,6,0,2,3,1,2,1.984
215.592,3,0.2,1,-0.225,71.864,2017,6,2,6,0,2,3,1,14,-48.5082
14.62,2,0.0,5,0.47000000000000003,7.31,2017,7,3,3,3,1,0,1,10,6.8714
416.32,2,0.0,5,0.27,208.16,2017,7,3,3,3,1,0,1,1,112.4064
43.0,5,0.0,5,0.47000000000000003,8.6,2017,7,3,3,3,1,0,1,3,20.21
182.94,3,0.0,5,0.15,60.98,2017,7,3,3,3,1,0,0,5,27.441
60.83,7,0.0,5,0.5,8.69,2017,7,3,3,3,1,0,1,3,30.415
389.97,3,0.0,5,0.33999999999999997,129.99,2017,7,3,3,3,1,0,2,0,132.5898
194.32,4,0.0,3,0.29000000000000004,48.58,2015,12,4,2,0,0,2,1,1,56.3528
265.93,7,0.0,4,0.24,37.99,2017,3,1,0,3,1,3,2,0,63.8232
94.74,3,0.0,3,0.47000000000000003,31.58,2015,12,4,3,2,1,2,1,3,44.5278
60.64,4,0.0,3,0.46,15.16,2015,12,4,3,2,1,2,1,3,27.8944
76.3,5,0.0,3,0.5,15.26,2015,12,4,3,2,1,2,1,3,38.15
364.8,12,0.0,3,0.45999999999999996,30.400000000000002,2015,12,4,3,2,1,2,1,3,167.808
79.872,3,0.2,4,0.375,26.624,2015,9,3,1,2,1,1,1,3,29.952
46.384,1,0.2,4,0.024999999999999998,46.384,2015,9,3,1,2,1,1,0,4,1.1596
12.96,2,0.0,4,0.4799999999999999,6.48,2015,9,3,1,2,1,1,1,12,6.2208
14.352,3,0.2,3,0.3625,4.784,2017,9,3,5,0,2,3,1,7,5.2026
547.136,4,0.2,4,-0.125,136.784,2015,12,4,4,3,1,1,0,9,-68.392
41.96,2,0.0,2,0.06999999999999999,20.98,2016,9,3,5,2,1,3,1,14,2.9372
41.7,5,0.0,2,0.5,8.34,2016,9,3,5,2,1,3,1,12,20.85
277.4,5,0.0,4,0.48,55.48,2017,3,1,1,3,0,0,1,12,133.152
5.78,1,0.0,4,0.48999999999999994,5.78,2017,3,1,1,3,0,0,1,12,2.8322
69.216,6,0.2,4,0.1625,11.536,2014,9,3,1,3,0,2,1,1,11.2476
10.86,3,0.0,0,0.47,3.6199999999999997,2017,12,4,6,1,0,1,1,7,5.1042
426.79,7,0.0,0,0.29,60.970000000000006,2017,12,4,6,1,0,1,1,1,123.7691
25.92,4,0.0,0,0.4799999999999999,6.48,2014,8,3,5,1,0,1,1,12,12.4416
45.92,4,0.0,0,0.49,11.48,2014,8,3,5,1,0,1,1,12,22.5008
10.72,2,0.2,5,0.16249999999999998,5.36,2014,8,3,1,3,0,1,1,2,1.742
41.86,7,0.0,5,0.25,5.9799999999999995,2016,11,4,3,3,0,2,1,2,10.465
63.2,5,0.0,3,0.37,12.64,2014,12,4,2,0,2,1,0,9,23.384
113.97,3,0.0,3,0.24,37.99,2014,12,4,2,0,2,1,2,0,27.3528
123.552,3,0.2,4,-0.2375,41.184000000000005,2014,7,3,5,2,0,0,1,14,-29.3436
490.32,9,0.0,6,0.28,54.48,2016,2,1,0,3,2,0,1,1,137.2896
70.08,5,0.2,5,0.35,14.016,2016,3,1,6,3,0,0,1,12,24.528
1.272,2,0.8,5,-1.7,0.636,2016,3,1,6,3,0,0,1,3,-2.1624
557.585,5,0.3,5,0.0,111.51700000000001,2016,3,1,6,3,0,0,0,16,0.0
9.024,6,0.2,1,0.35000000000000003,1.5039999999999998,2017,12,4,5,1,1,3,1,3,3.1584
69.456,2,0.2,1,0.325,34.728,2017,12,4,5,1,1,3,1,3,22.5732
10.86,2,0.0,1,0.49,5.43,2017,12,4,5,1,1,3,1,12,5.3214
79.47,3,0.0,1,0.28,26.49,2017,12,4,5,1,1,3,1,1,22.2516
10.08,6,0.0,1,0.5,1.68,2017,12,4,5,1,1,3,1,2,5.04
1552.831,7,0.15,2,0.12941176470588237,221.833,2015,8,3,0,0,1,3,0,4,200.9546
137.24,5,0.2,2,0.33749999999999997,27.448,2015,8,3,0,0,1,3,1,3,46.3185
36.51,1,0.0,2,0.43,36.51,2015,8,3,0,0,1,3,2,0,15.6993
239.976,3,0.2,2,0.3375,79.992,2015,8,3,0,0,1,3,2,11,80.9919
1579.746,7,0.4,4,-0.2833333333333333,225.67800000000003,2014,3,1,0,3,1,1,0,16,-447.5947
1071.576,4,0.4,4,-0.5166666666666667,267.894,2014,3,1,0,3,1,1,0,16,-553.6476
613.908,3,0.4,4,-0.19999999999999998,204.636,2014,3,1,0,3,1,1,0,16,-122.7816
34.86,7,0.0,4,0.47000000000000003,4.9799999999999995,2014,3,1,0,3,1,1,1,12,16.3842
155.04,4,0.0,4,0.49000000000000005,38.76,2014,3,1,0,3,1,1,1,12,75.9696
13.71,5,0.7,4,-0.7333333333333333,2.742,2017,4,2,6,3,0,1,1,3,-10.054
127.88,2,0.0,5,0.32,63.94,2016,3,1,6,3,2,2,0,9,40.9216
160.32,2,0.0,5,0.28,80.16,2016,3,1,6,3,2,2,1,1,44.8896
46.0,4,0.0,5,0.45,11.5,2016,3,1,6,3,2,2,1,3,20.7
120.712,1,0.2,2,-0.15,120.712,2014,11,4,0,2,0,3,0,5,-18.1068
23.12,4,0.0,3,0.48999999999999994,5.78,2017,2,1,4,0,0,1,1,12,11.3288
532.704,6,0.2,4,-0.05000000000000001,88.78399999999999,2016,9,3,4,3,1,1,0,9,-26.6352
4.912,2,0.2,4,0.0625,2.456,2016,9,3,4,3,1,1,1,2,0.307
252.0,4,0.0,2,0.37,63.0,2017,7,3,4,2,1,1,2,0,93.24
60.288,8,0.6,4,-0.45,7.536,2016,7,3,3,2,1,0,0,9,-27.1296
2.632,1,0.2,4,0.3125,2.632,2016,7,3,3,2,1,0,1,8,0.8225
23.688,9,0.2,4,0.325,2.6319999999999997,2016,7,3,3,2,1,0,1,12,7.6986
253.372,2,0.3,4,-0.05714285714285714,126.686,2016,7,3,3,2,1,0,0,5,-14.4784
5.67,3,0.0,6,0.02,1.89,2017,1,1,1,3,0,2,1,8,0.1134
76.776,4,0.7,2,-0.7666666666666667,19.194,2014,8,3,1,2,0,1,1,3,-58.8616
9.184,2,0.2,2,0.125,4.592,2014,8,3,1,2,0,1,1,15,1.148
32.75,5,0.0,5,0.45999999999999996,6.55,2015,12,4,6,3,2,3,1,12,15.065
7.216,2,0.2,4,0.2375,3.608,2016,5,2,4,3,2,1,1,8,1.7138
49.568,2,0.2,4,0.3125,24.784,2016,5,2,4,3,2,1,1,12,15.49
54.712,7,0.2,4,0.2125,7.816000000000001,2016,5,2,4,3,2,1,0,9,11.6263
176.04,4,0.0,1,0.26,44.01,2017,3,1,5,0,0,3,1,1,45.7704
16.02,9,0.0,1,0.27999999999999997,1.78,2017,3,1,5,0,0,3,1,2,4.4856
185.92,4,0.2,1,0.3375,46.48,2017,3,1,5,0,0,3,1,3,62.748
211.168,4,0.2,1,0.075,52.792,2017,3,1,5,0,0,3,2,13,15.8376
479.984,2,0.2,1,0.125,239.992,2017,3,1,5,0,0,3,2,6,59.998
7.86,2,0.0,3,0.46,3.93,2015,12,4,5,0,0,3,1,8,3.6156
24.448,2,0.2,3,0.36249999999999993,12.224,2015,12,4,5,0,0,3,1,3,8.8624
6.48,1,0.0,4,0.4799999999999999,6.48,2015,12,4,6,3,0,1,1,12,3.1104
41.86,7,0.0,4,0.49,5.9799999999999995,2015,12,4,6,3,0,1,1,12,20.5114
1619.91,9,0.0,4,0.05999999999999999,179.99,2015,12,4,6,3,0,1,2,0,97.1946
113.92,4,0.0,4,0.37,28.48,2015,12,4,6,3,0,1,0,9,42.1504
39.68,2,0.0,6,0.26,19.84,2016,3,1,3,3,0,1,1,2,10.3168
37.6,2,0.0,5,0.05999999999999999,18.8,2015,11,4,5,3,1,1,2,0,2.256
59.9,2,0.0,5,0.4,29.95,2015,11,4,5,3,1,1,2,0,23.96
37.0,5,0.0,5,0.44999999999999996,7.4,2015,11,4,5,3,1,1,1,12,16.65
5.76,2,0.0,2,0.49000000000000005,2.88,2017,8,3,0,2,0,3,1,10,2.8224
16.68,6,0.0,2,0.26,2.78,2017,8,3,0,2,0,3,1,2,4.3368
628.81,7,0.0,6,0.02,89.83,2017,9,3,5,3,1,2,1,14,12.5762
56.45,5,0.0,6,0.25999999999999995,11.290000000000001,2017,9,3,5,3,1,2,1,14,14.677
94.2,6,0.0,3,0.25,15.700000000000001,2017,4,2,5,2,0,0,1,14,23.55
28.4,5,0.0,3,0.47000000000000003,5.68,2017,4,2,5,2,0,0,1,7,13.348
956.6648,7,0.32,6,-0.23529411764705882,136.6664,2016,9,3,1,3,1,0,0,4,-225.0976
1115.91,9,0.0,4,0.18,123.99000000000001,2017,10,4,5,3,0,3,2,0,200.8638
128.744,7,0.2,4,-0.225,18.392,2017,10,4,5,3,0,3,2,13,-28.9674
79.92,10,0.2,4,0.33749999999999997,7.992,2017,10,4,5,3,0,3,2,13,26.973
24.2,5,0.0,5,0.33,4.84,2017,1,1,4,3,0,3,1,2,7.986
359.976,3,0.2,5,0.3625,119.992,2017,1,1,4,3,0,3,2,13,130.4913
211.84,8,0.0,2,0.36,26.48,2017,3,1,3,0,2,3,0,9,76.2624
5.68,2,0.2,5,0.3375,2.84,2014,8,3,4,3,2,1,1,8,1.917
7.52,5,0.2,2,0.35000000000000003,1.504,2015,6,2,6,2,1,3,1,3,2.632
11.96,2,0.0,4,0.49,5.98,2014,11,4,2,3,0,3,1,12,5.8604
629.064,3,0.2,4,0.05,209.688,2014,11,4,2,3,0,3,0,16,31.4532
754.45,5,0.0,4,0.08,150.89000000000001,2016,12,4,3,3,0,0,0,5,60.356
301.96,2,0.0,5,0.2,150.98,2015,7,3,0,3,2,1,0,4,60.392
595.0,5,0.0,6,0.16,119.0,2017,10,4,3,3,1,3,2,0,95.2
79.872,3,0.2,6,0.375,26.624,2017,10,4,3,3,1,3,1,3,29.952
2396.4,10,0.2,7,0.075,239.64000000000001,2016,5,2,5,3,1,3,2,11,179.73
63.56,2,0.0,5,0.049999999999999996,31.78,2017,11,4,3,3,1,3,1,14,3.178
99.99,1,0.0,5,0.44000000000000006,99.99,2017,11,4,3,3,1,3,2,0,43.9956
230.376,3,0.2,5,-0.2125,76.792,2016,4,2,0,3,2,0,1,14,-48.9549
9.664,2,0.2,5,0.3375,4.832,2016,4,2,0,3,2,0,1,12,3.2616
158.928,7,0.2,5,0.2625,22.704,2017,12,4,0,3,0,1,2,0,41.7186
13.023,1,0.7,5,-0.8,13.023,2017,12,4,0,3,0,1,1,3,-10.4184
273.06,2,0.4,5,-0.38333333333333336,136.53,2017,12,4,0,3,0,1,0,16,-104.673
39.312,13,0.2,5,0.325,3.024,2017,12,4,0,3,0,1,1,8,12.7764
1.344,4,0.8,6,-1.5999999999999999,0.336,2016,6,2,5,3,1,0,1,3,-2.1504
8.272,4,0.8,6,-1.65,2.068,2016,6,2,5,3,1,0,1,3,-13.6488
12.544,7,0.6,6,-0.725,1.792,2016,6,2,5,3,1,0,0,9,-9.0944
58.48,8,0.0,7,0.47000000000000003,7.31,2017,5,2,5,3,2,3,1,10,27.4856
7.4,2,0.0,5,0.41,3.7,2017,12,4,3,3,1,3,0,9,3.034
366.786,7,0.1,7,0.17777777777777778,52.398,2014,3,1,1,3,0,1,0,5,65.2064
54.368,4,0.2,4,0.075,13.592,2017,5,2,6,3,0,0,2,13,4.0776
33.96,2,0.0,3,0.5,16.98,2015,11,4,5,0,1,2,1,7,16.98
826.11,3,0.0,3,0.39,275.37,2015,11,4,5,0,1,2,1,1,322.1829
545.85,9,0.0,7,0.21,60.650000000000006,2017,7,3,0,3,0,3,0,9,114.6285
145.98,2,0.5,2,-0.68,72.99,2014,11,4,1,2,0,3,0,16,-99.2664
35.808,4,0.2,2,0.35,8.952,2014,11,4,1,2,0,3,1,12,12.5328
7.904,2,0.2,5,0.275,3.952,2017,7,3,0,3,0,2,0,9,2.1736
345.0,5,0.0,5,0.25,69.0,2016,5,2,6,3,0,1,2,13,86.25
174.286,2,0.3,5,-0.11428571428571428,87.143,2016,5,2,6,3,0,1,0,16,-19.9184
662.84,4,0.0,5,0.26,165.71,2016,5,2,6,3,0,1,1,1,172.3384
95.1,5,0.0,5,0.32,19.02,2016,5,2,6,3,0,1,2,0,30.432
26.88,6,0.0,5,0.48000000000000004,4.4799999999999995,2016,5,2,6,3,0,1,1,7,12.9024
257.98,2,0.0,5,0.29,128.99,2016,5,2,6,3,0,1,2,13,74.8142
17.48,2,0.0,6,0.47000000000000003,8.74,2015,9,3,4,3,0,3,1,7,8.2156
492.835,5,0.3,6,-0.02857142857142857,98.567,2016,10,4,0,3,0,1,0,5,-14.081
269.49,3,0.0,3,0.02,89.83,2015,9,3,0,2,0,2,1,14,5.3898
29.12,5,0.2,5,0.33749999999999997,5.824,2016,11,4,5,3,2,3,1,3,9.828
18.75,5,0.0,5,0.48,3.75,2017,3,1,4,2,0,1,1,10,9.0
119.7,6,0.0,5,0.26,19.95,2017,3,1,4,2,0,1,2,13,31.122
9.144,3,0.2,5,0.3375,3.048,2017,3,1,4,2,0,1,1,3,3.0861
57.06,3,0.0,5,0.32,19.02,2017,3,1,4,2,0,1,2,0,18.2592
71.6,8,0.0,5,0.19,8.95,2017,3,1,4,2,0,1,2,0,13.604
107.44,8,0.0,5,0.26,13.43,2017,3,1,4,2,0,1,1,14,27.9344
7.31,1,0.0,5,0.47000000000000003,7.31,2017,3,1,4,2,0,1,1,10,3.4357
59.1,6,0.0,5,0.37999999999999995,9.85,2017,3,1,4,2,0,1,1,2,22.458
46.53,3,0.0,5,0.26,15.51,2017,3,1,4,2,0,1,1,14,12.0978
97.84,2,0.0,6,0.26,48.92,2017,8,3,1,3,0,1,1,1,25.4384
29.97,3,0.0,2,0.45,9.99,2015,7,3,5,2,0,3,1,12,13.4865
98.352,3,0.2,2,0.35,32.784,2015,7,3,5,2,0,3,1,3,34.4232
83.92,5,0.2,6,0.35,16.784,2017,12,4,6,3,0,1,1,3,29.372
14.624,2,0.2,6,0.35000000000000003,7.312,2017,12,4,6,3,0,1,1,3,5.1184
136.99,1,0.0,6,0.26999999999999996,136.99,2017,12,4,6,3,0,1,2,13,36.9873
3.15,1,0.0,6,0.48000000000000004,3.15,2017,12,4,6,3,0,1,1,10,1.512
9.11,1,0.0,4,0.45,9.11,2017,5,2,3,3,0,2,1,12,4.0995
571.44,4,0.0,4,0.29,142.86,2017,5,2,3,3,0,2,1,14,165.7176
32.4,5,0.0,4,0.48,6.4799999999999995,2017,5,2,3,3,0,2,1,12,15.552
16.91,1,0.0,4,0.26999999999999996,16.91,2017,5,2,3,3,0,2,1,14,4.5657
14.272,8,0.2,6,0.3,1.784,2016,1,1,4,3,0,2,0,9,4.2816
451.136,4,0.2,6,-0.15,112.784,2016,1,1,4,3,0,2,0,4,-67.6704
64.864,4,0.2,6,0.09999999999999999,16.216,2016,1,1,4,3,0,2,1,1,6.4864
217.584,2,0.2,3,-0.13749999999999998,108.792,2016,11,4,3,0,0,3,0,5,-29.9178
82.95,5,0.0,3,0.35,16.59,2016,11,4,3,0,0,3,2,0,29.0325
87.71,7,0.0,3,0.47000000000000003,12.53,2016,11,4,3,0,0,3,1,10,41.2237
1101.48,4,0.0,3,0.39,275.37,2016,11,4,3,0,0,3,1,1,429.5772
1322.352,3,0.2,4,-0.075,440.78400000000005,2017,9,3,0,2,1,3,0,16,-99.1764
5.46,3,0.0,6,0.27,1.82,2014,9,3,5,3,0,1,1,2,1.4742
11.184,1,0.2,6,0.075,11.184,2017,6,2,0,3,0,0,1,15,0.8388
153.584,2,0.2,6,-0.2125,76.792,2017,6,2,0,3,0,0,1,14,-32.6366
1003.62,6,0.0,7,0.0,167.27,2017,12,4,6,3,0,3,1,14,0.0
35.168,4,0.2,6,0.325,8.792,2017,8,3,0,3,2,3,2,13,11.4296
1137.75,5,0.0,6,0.22,227.55,2017,8,3,0,3,2,3,0,16,250.305
99.68,5,0.2,6,0.325,19.936,2017,8,3,0,3,2,3,1,3,32.396
5.56,2,0.0,6,0.26,2.78,2017,8,3,0,3,2,3,1,2,1.4456
85.52,2,0.0,2,0.26,42.76,2015,1,1,4,2,1,1,1,14,22.2352
9.84,3,0.0,2,0.27,3.28,2015,1,1,4,2,1,1,1,2,2.6568
20.04,3,0.0,2,0.48,6.68,2015,1,1,4,2,1,1,1,12,9.6192
631.96,4,0.0,4,0.48,157.99,2015,10,4,4,2,0,1,2,13,303.3408
23.92,4,0.0,4,0.44999999999999996,5.98,2015,10,4,4,2,0,1,1,12,10.764
90.24,6,0.0,2,0.46,15.04,2014,12,4,5,2,0,3,1,12,41.5104
4548.81,7,0.0,4,0.26999999999999996,649.83,2014,11,4,2,3,0,1,2,13,1228.1787
300.93,5,0.3,4,-0.1142857142857143,60.186,2016,9,3,5,2,0,0,0,16,-34.392
719.96,5,0.2,4,0.075,143.99200000000002,2016,9,3,5,2,0,0,2,13,53.997
647.84,8,0.0,6,0.05,80.98,2014,6,2,0,3,0,0,0,5,32.392
64.17,3,0.0,5,0.29000000000000004,21.39,2015,9,3,5,3,2,3,1,14,18.6093
124.46,2,0.0,5,0.47000000000000003,62.23,2015,9,3,5,3,2,3,1,7,58.4962
9.584,1,0.2,5,0.35000000000000003,9.584,2016,5,2,3,3,1,3,1,3,3.3544
37.608,3,0.2,1,0.3375,12.536,2017,6,2,3,0,0,2,1,7,12.6927
12.224,2,0.2,3,0.36249999999999993,6.112,2017,6,2,5,0,1,0,1,12,4.4312
2.304,4,0.8,3,-1.5500000000000003,0.576,2017,6,2,5,0,1,0,1,3,-3.5712
9.36,4,0.8,3,-1.75,2.34,2017,6,2,5,0,1,0,1,3,-16.38
7.38,2,0.0,5,0.47,3.69,2016,11,4,0,3,0,3,1,10,3.4686
53.72,4,0.0,2,0.28,13.43,2014,7,3,4,2,0,3,1,14,15.0416
8187.65,5,0.0,2,0.04,1637.53,2014,7,3,4,2,0,3,1,15,327.506
77.92,8,0.0,2,0.43999999999999995,9.74,2014,7,3,4,2,0,3,0,9,34.2848
32.784,4,0.8,0,-2.6,8.196,2015,7,3,3,1,0,0,1,1,-85.2384
196.776,3,0.2,6,0.075,65.592,2017,3,1,3,3,1,3,2,13,14.7582
479.94,6,0.0,6,0.11,79.99,2017,3,1,3,3,1,3,2,0,52.7934
1117.92,4,0.0,5,0.049999999999999996,279.48,2016,11,4,4,3,2,0,1,14,55.896
106.5,6,0.0,1,0.38999999999999996,17.75,2015,4,2,5,0,0,2,2,0,41.535
45.66,5,0.7,4,-0.7333333333333334,9.132,2017,12,4,5,3,2,2,1,3,-33.484
